,job_description,link,company,salary,Employment type,search_term,location,salary_lower_range,salary_higher_range,salary_middle_range,job_title,state,is_remote
1301,Business Development Data Analyst - Remote Work,https://www.indeed.com/rc/clk?jk=67831927328078a4&fccid=29707109e86166e5&vjs=3,BairesDev,"$45,000 a year",Flextime,Data-Analyst,"Remote in Brooklyn, NY",45000.0,45000.0,45000.0,Data Analyst,NY,N
1302,Research Data Analyst,https://www.indeed.com/company/Universal-Technologies/jobs/Data-Analyst-84c1bdbdf7231d55?fccid=8903b49c6ee9eebb&vjs=3,UNIVERSAL Technologies,$80 - $100 an hour,"Full-time
+1",Data-Analyst,"Brooklyn, NY 11201",166400.0,208000.0,187200.0,Data Analyst,NY,N
1303,Data Analyst,"https://www.indeed.com/company/Share-4-Life-Foundation,-Inc./jobs/Data-Analyst-a22f1ae971b1120a?fccid=d83337b3ae94752a&vjs=3","Share 4 Life Foundation, Inc.",$15 an hour,Part-time,Data-Analyst,"Remote in New York, NY",31200.0,31200.0,31200.0,Data Analyst,NY,N
1384,BUSINESS ANALYST (IT),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ClDtCrwSJZ0kWsTYt79Izf4Y01pp4Vi5ageK6aeAVJRqyajqJk52r_I78QcrXRKaYrWrnpzY-qabdrJcKvIM3p-BLB4xnPtlSV4ChYBTjExrNCboVqCuqYPwVi8S50lbHdN29Bunno4unUHaw0UWcIiaZB26w8C6PiEKvDmFZIPuSZtS82ZP-KL_I4sTsSBRKvN5T0YVJTZ7GQEU8_diENlcWUOCWenSJFNKwpkWHOEXb-e6VjDi05hJXP99Xlu0Pe0vlIYxlXCh84wNL7-uOEWXrdbJCfWYZatCfiJKXYmoW7sgJA2ebedQmksB80HncTvIv0_IuERDEokeBcnLMk-igQT1Kqef5dpln1cZ_ngasAAgRhLTYTANNdZSOxRplpiYTUS4qtPkjNX2gjShfXPz0-WyQQUUkn3keraA5KgC8WX2DsMZOW7i5vTvxj1HgrRo1vtfFQhHlAyzsjUPYsZ7lQBDPpZHEpTORGBJ8lN6ZnOYnu6vxIBriWRIANF7IgC8isRpQxya3gGDUv2Sfg9uNqgtgnrVBK1PXwlz6HG8XWQe8XAGMCaMT0wAsNytZKfLimkMjpK3-EEvhmWHE4JYN5Ozpdksbt5YFABdGoxBu32liXiIfAAg7TU7tPwrXrPM2lbbTHkw==&xkcb=SoDN-_M3JkV9t82as50RbzkdCdPP&p=4&fvj=0&vjs=3,NCS Technologies Inc,"$100,000 a year",Full-time,Data-Analyst,"Manassas, VA 20109",100000.0,100000.0,100000.0,Business Analyst,VA,N
1385,Entry Level Business Analyst,https://www.indeed.com/company/CloudSoftSync/jobs/Entry-Level-Analyst-8ec529361f4c42ef?fccid=0f802cb51eeaad56&vjs=3,CloudSoftSync,"$70,000 - $80,000 a year",Full-time,Data-Analyst,"Hybrid remote in New York, NY",70000.0,80000.0,75000.0,Business Analyst,NY,N
1386,Data Operations Analyst,https://www.indeed.com/company/iPower-Technologies-&-TGI-Office-Automation/jobs/Data-Analyst-0039874ef8b397ca?fccid=cfd5acb3c8d27b59&vjs=3,"iPower Technologies, Inc","$70,000 - $100,000 a year",Full-time,Data-Analyst,"Brooklyn, NY 11231",70000.0,100000.0,85000.0,Data Analyst,NY,N
1387,"Data Analyst, Schooling Data and Analytics",https://www.indeed.com/rc/clk?jk=cb88fbf0b054962d&fccid=2def7d54e58df8ff&vjs=3,Success Academy,"$65,000 a year",Full-time,Data-Analyst,"Hybrid remote in New York, NY 10005",65000.0,65000.0,65000.0,Data Analyst,NY,N
1389,Data Analyst,https://www.indeed.com/company/Clairvoyant-Inc./jobs/Data-Analyst-991bea4205bfd79c?fccid=728fe89bfc70283b&vjs=3,Clairvoyant Inc.,"$70,000 - $90,000 a year",Full-time,Data-Analyst,"New York, NY 10154 ",70000.0,90000.0,80000.0,Data Analyst,NY,N
1391,Functional Data Analyst,https://www.indeed.com/company/NAVA-TECH-LLC/jobs/Technical-Analyst-9a3936c760202f23?fccid=e100be50b6096561&vjs=3,NAVA TECH LLC,$40 - $45 an hour,Contract,Data-Analyst,"Brooklyn, NY",83200.0,93600.0,88400.0,Data Analyst,NY,N
1392,Healthcare Data Analyst,https://www.indeed.com/company/Nitor-Infotech/jobs/Data-Analyst-a39e6a6a83230d1c?fccid=c3eb054d5a9f89b4&vjs=3,Nitor Infotech,"$86,596 - $104,287 a year",Full-time,Data-Analyst,Remote,86596.0,104287.0,95441.5,Data Analyst,Remote,Y
1393,Senior Healthcare Data Analyst,https://www.indeed.com/rc/clk?jk=5d9df8edf5638852&fccid=4bc70e01eef36ee8&vjs=3,Clarify Health Solutions.,"$120,000 - $150,000 a year",Full-time,Data-Analyst,Remote,120000.0,150000.0,135000.0,Data Analyst,Remote,Y
1394,Data Science and Analytics Analyst,https://www.indeed.com/rc/clk?jk=7f66775e610986b7&fccid=ad1d9fc354f41a47&vjs=3,Razorfish,"$64,000 - $80,000 a year",Full-time,Data-Analyst,"New York, NY 10014 ",64000.0,80000.0,72000.0,Data Scientist,NY,N
1485,Data Analyst,https://www.indeed.com/rc/clk?jk=065535a04ec895bd&fccid=b8121aac68ae8cd0&vjs=3,Goodwill Industries Of Greater New York,"$85,000 a year",Full-time,Data-Analyst,"Brooklyn, NY 11201",85000.0,85000.0,85000.0,Data Analyst,NY,N
1486,HXGN EAM DATA ANALYST -Hybrid,https://www.indeed.com/company/Aries-Solutions/jobs/Data-Analyst-1ef413586c384ce9?fccid=34889810bb07f7de&vjs=3,Aries Solutions,$55 - $60 an hour,"Full-time
+1",Data-Analyst,"Hybrid remote in New York, NY 11691",114400.0,124800.0,119600.0,Data Analyst,NY,N
1487,Data Analyst || NYC ONSITE || Contract Role,https://www.indeed.com/company/Valsatech-Corp/jobs/Data-Analyst-3ffca27b8fdf5844?fccid=e20d8b8ce46b3390&vjs=3,Valsatech Corp,$55 - $60 an hour,"Full-time
+1",Data-Analyst,"Bronx, NY 10474 ",114400.0,124800.0,119600.0,Data Analyst,NY,N
1488,DATA REPORTING ANALYST,https://www.indeed.com/rc/clk?jk=23782bf70597f686&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$70,611 - $81,203 a year",Full-time,Data-Analyst,"Manhattan, NY 10048",70611.0,81203.0,75907.0,Data Analyst,NY,N
1489,People Analytics - Data Science & Reporting Analyst,https://www.indeed.com/rc/clk?jk=fb43dfe81685438a&fccid=a9825d6e856f097c&vjs=3,"D. E. Shaw & Co., L.P.","$115,000 - $175,000 a year",Full-time,Data-Analyst,"New York, NY",115000.0,175000.0,145000.0,Data Scientist,NY,N
1491,Data Analyst,https://www.indeed.com/company/CCI-Inc./jobs/Data-Analyst-ed0f8ef31af967f4?fccid=4d4e723409170fd3&vjs=3,CCI Inc.,$34.82 an hour,"Full-time
+1",Data-Analyst,"New York, NY 10036 ",72425.6,72425.6,72425.6,Data Analyst,NY,N
1492,Research Data Analyst,https://www.indeed.com/company/NAVA-TECH-LLC/jobs/Data-Analyst-02a4f3da2f2b85e1?fccid=e100be50b6096561&vjs=3,NAVA TECH LLC,$40 - $45 an hour,Contract,Data-Analyst,"Brooklyn, NY",83200.0,93600.0,88400.0,Data Analyst,NY,N
1494,Data Analyst,https://www.indeed.com/rc/clk?jk=cd792479cc7e6102&fccid=bd976cc171c690e0&vjs=3,Columbia University,"$70,000 - $85,000 a year",Full-time,Data-Analyst,"New York, NY",70000.0,85000.0,77500.0,Data Analyst,NY,N
1495,CLINICAL DATA ANALYST,https://www.indeed.com/rc/clk?jk=09de3913f1125fe6&fccid=d1e1c9b793a7214a&vjs=3,Montefiore Medical Center,"$97,500 - $130,000 a year",Full-time,Data-Analyst,"Bronx, NY 10461 ",97500.0,130000.0,113750.0,Data Analyst,NY,N
1496,Business Analyst -- Fully Remote,https://www.indeed.com/rc/clk?jk=cb32942a03e2151d&fccid=dd616958bd9ddc12&vjs=3,Locks Global Staffing LLC,"$80,000 - $120,000 a year",Full-time,Data-Analyst,"Remote in New York, NY",80000.0,120000.0,100000.0,Business Analyst,NY,N
1608,Senior Data Analyst,https://www.indeed.com/rc/clk?jk=6e073f47dc3be18d&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$74,710 - $100,812 a year",Full-time,Data-Analyst,"Manhattan, NY 10004 ",74710.0,100812.0,87761.0,Data Analyst,NY,N
1609,Data Analyst III (contract),https://www.indeed.com/rc/clk?jk=499c69da6976dac1&fccid=b4048be2884af072&vjs=3,BNY Mellon,$62 - $70 an hour,Contract,Data-Analyst,"New York, NY",128960.0,145600.0,137280.0,Data Analyst,NY,N
1610,Data Analyst,https://www.indeed.com/company/ADT/jobs/Data-Analyst-6b21cdd8f8dbe828?fccid=0fdb474cd52d4453&vjs=3,ADT Security Services,$32 - $35 an hour,Contract,Data-Analyst,Remote,66560.0,72800.0,69680.0,Data Analyst,Remote,Y
1611,Data Security Analyst,https://www.indeed.com/company/PepsiCo/jobs/Security-Analyst-62fe5f3aafdeb0c1?fccid=7ccab2fa064acd3a&vjs=3,PepsiCo,"$85,000 - $100,000 a year",Full-time,Data-Analyst,"Hybrid remote in Purchase, NY 10577",85000.0,100000.0,92500.0,Data Analyst,NY,N
1613,Analyst - Data and Systems,https://www.indeed.com/rc/clk?jk=8aede91318db6eb5&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$51,550 - $73,806 a year",Full-time,Data-Analyst,"Manhattan, NY 10007 ",51550.0,73806.0,62678.0,Business Analyst,NY,N
1614,Senior Application Data Analyst-IN PERSON,https://www.indeed.com/company/Interborough-Developmental-&-Consultation/jobs/Senior-Application-Analyst-d21506187bab66e7?fccid=19dd2a06ef4db696&vjs=3,Interborough Developmental and Consultation Center,"$100,000 - $130,000 a year",Full-time,Data-Analyst,"Brooklyn, NY",100000.0,130000.0,115000.0,Data Analyst,NY,N
1615,Professional Services Data Analyst,https://www.indeed.com/rc/clk?jk=85ecadf3418bdce7&fccid=10b5c722d846df43&vjs=3,Mastercard,"$105,000 - $120,000 a year",Full-time,Data-Analyst,"New York, NY 10027 ",105000.0,120000.0,112500.0,Data Analyst,NY,N
1616,Associate Staff Analyst,https://www.indeed.com/rc/clk?jk=54f7794abe35edad&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$70,611 - $105,138 a year",Full-time,Data-Analyst,"Manhattan, NY 10007 ",70611.0,105138.0,87874.5,Business Analyst,NY,N
1617,Production Support Data Analyst,https://www.indeed.com/company/Exemplar-ITS/jobs/Data-Analyst-17689fed49e42315?fccid=a691d6e7f7531eec&vjs=3,Exemplar ITS,$50 - $60 an hour,Contract,Data-Analyst,"Purchase, NY",104000.0,124800.0,114400.0,Data Analyst,NY,N
1618,10101 - Data Analyst,https://www.indeed.com/rc/clk?jk=5df1c42b71d1fd03&fccid=c6b5143eab3dbe34&vjs=3,The Fund for Public Health in New York City,"$75,000 - $87,000 a year",Full-time,Data-Analyst,"New York, NY",75000.0,87000.0,81000.0,Data Analyst,NY,N
1622,"Data Analyst, Business Intelligence",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ac8NyROde4VcfPsTDWJovYjfTuss_BW-cpxEPrIe5rNnvJWp6j_mk5mUv1E1WBC1m_Pdv_OcsqTDKtkjVBdFTBXfJ8W8vbUH3yLte_9NI4Eq6mB0SVscdNkL7foGHiyzaCQRVxYoeYX2C_8JONV6voEjIH51be8NVcoLUBez0EUT7ncZH7EX4nzolawSq-WlzKcupbuMolUAEzZ2nF354-J9zGNvwelyAZ7gHlUShFfYE7oNf6ekHPDBfoFcv5BjA3vhGDvQ0Ub220VQwyKyXZhbzYyqmiwvOBtC8Z47uzd23FdcoRcZcQLU7TOnQWBgEHf2DaIOGr5B2fu5Mz26MsncE9_k2CeTPTcwcEhrEYj_gW_CmR7REQW9lEjzYnM7TsOpNlROQE3prFwjkytyRVsHxh1_pxkKaDUZ7pFdDTdUEylyZyBWmvXmuYnioLZqcOsWpdiLhN7ZGW0_Ma9KxLJ1OSLBnf9Q_RF78jMyQn1bo3yxan-iZf5RUutzbjCqo_t-JT4UParRGUHK1iBanfpnsW5pw_FX2EcJdSRkKOxGZj-YFQ2tbSrXbNMMyfFrndDzdcp2hmlcrRmTz2falK4G30Mx7KAtUJhJcTCfa2yQjQnbpRJskrrAQmNT4KIJQ=&xkcb=SoB9-_M3JkV6UqANQz0JbzkdCdPP&p=2&fvj=1&vjs=3,Land O' Frost,"$89,100 - $108,900 a year","Full-time
+1",Business-Analyst,"Lansing, IL 60438",89100.0,108900.0,99000.0,Data Analyst,IL,N
1623,Senior Quality Manager,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALyhAUN4-rMnQis_n0DgkUvmAya-wWUdlU29uRgGT9KAZaIw4-NP3FTR30FET11EmU4LuBOCbd2cpm8IflBjdVq8yViq8CybZhIzqraJY9LVNHkdZFyBW5u6V_9Q5A2eLYIkNUCqJ5AArxOyWDqJFdIek3jcA4SL2oI4p2kw1q6MiIhdVtOy-XAHRoj7RPEbw1hAvBYY06zHYgRv0Bxob1SSO-8Tm2_g8-Vd_OH5tVeJ0rt8KdeAGB_JKRyycdezGObAGHg4fuhugcrhLA1Y5n_XPdmt8oCjVMr7Js0B1D5Lf0xT7ajSfjmQkLsjoUVy3gxJVtXVfqGGxw0yJjfglOExTCbN_uHTRYD9IL3j7Z6e31jtpFZejuQc40woENdFMWUgb1C2yy7OCZLwSGv46h4bwKx1_zB08bkAgbvCp88RR8Nu11uITXF0WYomLkLm6HMAnr9-hL6cqX4qTMnco3ZR7fCN0hveXaBzrZ51yKJvkbaVt6IoA57gWuFylG8ANYERN9i0WqIIuUaEClGoEBHlULX1kbWj7brHFvT3qhUn83esa9EM73rvFK60RpG6NNwJ8A1m0gf1a2lPx5ASUOJwFHAG_QQb86U9bkK8xkAQ==&xkcb=SoDJ-_M3JkV6UqANQz0IbzkdCdPP&p=3&fvj=1&vjs=3,Party City,"$110,000 - $125,000 a year",Full-time,Business-Analyst,"Eden Prairie, MN 55344",110000.0,125000.0,117500.0,Business Analyst,MN,N
1624,Manufacturing Business Systems Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AARxRr_EUdOibJ9cfro25N2qhWWm4uJ3jiBN2q8G7T5IeQIhPLa-bfILIaaS23MuOYyYe1xG4nLsJJXR4l41MUqZPYe7ny3r2DyDCA1ECg8QcuGWWUAfwzFybAsmG_Y2dCYFUhFC4aAhB1zNiYm5NJEow2OlMw9a1Kv6lgSoaNMrKlPgjAAlnFOgOAjdsDLYMA-mBJRSHJrHVDblsOLuCO_CrQPuIhnv8QnL_ESU9u0zodVO7GbQYzAxe8DPPXvDx_1VSOW9PAeLsGRTp_BzZ0KnkxaEHFGECTgTx9ug872YxKUjp-oOCg2ebbHwG-yeZyJ17kXSQ3tRdYa59QiV0Bt_guforwk-iHcLew_K_nXEwUJ2W7zp7OJwTwbHpkEg5-cL581VixQSVba807HJDhPEijNWxFDgtrC217hzWi2b8ynrcow7pwtIunIMCZfoSovm8GRkbj2Tut6C5u-cjd8P3jO1n4FHS935NJcRf3eMkRugLFgo891_fp_9r56PTn1gr241o2ijmMLRezAOmIUV359A-E_IIlsgIx7xr4Jh6YrYChcHE5s6iV69Y_ky5IzJPA-9_V8pQ9NEB1aetIdNG2EFkSLBZ_flyS9IGY6JfEhtJq1sKl6d0Al73Jn7R6ETa6BsvnAA==&xkcb=SoBH-_M3JkV6UqANQz0PbzkdCdPP&p=4&fvj=1&vjs=3,ESP IT,"$120,000 - $130,000 a year",Full-time,Business-Analyst,"Hybrid remote in Eden Prairie, MN 55344",120000.0,130000.0,125000.0,Business Analyst,MN,N
1625,Sales Support Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BuIacVigBtsiUUeIlK88mD2LCo6nuKCFHKEWWas4EggsVghHidAJKQbLACv-i3GeYX_aCdhTwkDvuvbztzJiURM0bt1hHWYdxLwDLtaSBNLz9WVbP8RhnGNcXFL02lL9R7YQmeFDCCDS6og_jKM9wJMDJ8WspwSelI2EPxE35RzqydDbSHGFDsy7dyI0BwKKMgZUzlaALRxWWUL3LpiS_w5Ji-4zNapH8EACm_Xbhprdq9aY8ofT96qM9s7GVnpOGnyosxKHNCtp3YWtoKdGSONxFMnSDtgovTV-tQg94xX6C_-LW9RdzuG7r4jZes5-9BZYB82g4BFMoQqNox6aMNQ91jBnpXTvQq4Gb-XEi8I0jn-aJ-LN39zHtrluEJ58tZqf5UIlah8YcMoH31LECoQIc6Sywf2SxbFUS_2Fvb3NTBDpfuHJRIamct_8yBQ9hcTYhaBFbNhrAgkdX4gj3WWX5nVCcC_H21eBFeZzI-5efkxC_v0GcpinGESKfyvmJ1Ek9x2t108GpyCROX1Q7GhPhCI9bPyChuWzIo_ho2JupERwg56bEHb7h92ETiR0CFzx1aQl7NZkIvHdZyeaNR&xkcb=SoDz-_M3JkV6UqANQz0ObzkdCdPP&p=5&fvj=1&vjs=3,VasoTechnology,$17.50 - $20.00 an hour,Full-time,Business-Analyst,"Tampa, FL 33634",36400.0,41600.0,39000.0,Business Analyst,FL,N
1626,Business Analyst,https://www.indeed.com/rc/clk?jk=05afc1a51ce2a6cf&fccid=4f8daa48ef966ab5&vjs=3,Paramount,"$80,000 - $95,000 a year",Full-time,Business-Analyst,"Hybrid remote in New York, NY 10036",80000.0,95000.0,87500.0,Business Analyst,NY,N
1629,Sr. Business Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DSYylACSg1DQGEyO4cxxwKRDBdzsQD8Ezqb3xaeFD8w2bUcpHUj6MJLSCuqCkYknXD4JEGwq93PDnicCk2TfeijfbLiLmQg90KtbG4DpXOV1VR_S5s3ueaq_E9lH2gMc7bUilqWNOqQkszlqbdLzuAc1DxBQ-M52oXQi7lGKIQACq_fHuQumpuWupwC0H5TqI4Ljo4_S7xSIDw0OmSIgQeCgX3D_WXjEGzZoloONrnp9feYG4GzOIYX9NhQD7JdhHfAfbqnaPsZLv20M_fbWJ0xE88m6_W1vuwCCF-jMyWjR2K9fyC42Qa2KYUCFpMImuUDrhozdHryciSqtB5YPfF0D4nFwYrHGpx-JTyZyizzaH9o9XJYeB3SzAXqJ_DPg8RltwgC1wsOHzlcVZmBmCxFtKD-rRX4j1S-a_bOm_4FlhAyniQFtMqxrbHHHPQphU5bNy7Fw3Qdbt9163_-IOFXGIwMKUpCzJR06hxPL3lmdc1A8pXXzwRHBVWyPkx5uhI6RRKOMo0mL5BtiNjMT8_wvv22TRfcNeH_50EDky9A4sSjgfr65esyicchU42bE3JfuwfPxnBqI_CtBZZY650bP2RPRCs-WG0TkfUXGz98YXuhmHfZX7p3V4S2R3M6vDqFMMkxx-PQnR9P3Kopd4n6jVq8T3GY8bYobGALXQif57vSTA7rYE36P2L-OAsbqhxUxPQ7mRZzKwZnFacVVFFpHa7IQBAvhQ2zc3IT6g7mmq6DSJX_iCgestl3tZGtEw=&xkcb=SoCH-_M3JkV6UqANQz0CbzkdCdPP&p=9&fvj=0&vjs=3,ICF,"$75,157 - $127,767 a year",Full-time,Business-Analyst,"Remote in Reston, VA",75157.0,127767.0,101462.0,Business Analyst,VA,N
1630,Business Analyst,https://www.indeed.com/company/Computing-Concepts-Inc/jobs/Business-Analyst-cec039b0c38095b5?fccid=87c842a5feb7e1ac&vjs=3,Computing Concepts Inc,$90 an hour,Contract,Business-Analyst,"New York, NY",187200.0,187200.0,187200.0,Business Analyst,NY,N
1631,CGWI Markets Business Analyst - Americas,https://www.indeed.com/rc/clk?jk=471af852f4ef398c&fccid=5bcd1ef0a7f4fb99&vjs=3,Citi,"$137,610 - $206,420 a year",Full-time,Business-Analyst,"New York, NY",137610.0,206420.0,172015.0,Business Analyst,NY,N
1633,IT Business Analyst,https://www.indeed.com/rc/clk?jk=44741262d7608d63&fccid=45a476d57310e3f1&vjs=3,Public Health Solutions,"$100,000 a year","Full-time
+1",Business-Analyst,"New York, NY 10013 ",100000.0,100000.0,100000.0,Business Analyst,NY,N
1634,Retail Business Office Analyst (Hybrid),https://www.indeed.com/rc/clk?jk=38bdf514cc089ed0&fccid=5bcd1ef0a7f4fb99&vjs=3,Citi,"$137,610 - $206,420 a year",Full-time,Business-Analyst,"New York, NY",137610.0,206420.0,172015.0,Business Analyst,NY,N
1653,Business Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BT75f5_1uiyebGPeRnDmGNaCD4BvDA-6m0pTtSTv57S-bAJqoyQI6xu8XhcIeNu0ZwjPf4tl4MWzbkwA9fGw0iaRjsOU9NklT1btPXLIc0kgQIx6Mys0gIqXuv-Hxd8OYJ_8OKuzEXbtuvZ-3gtU-k2n0m_WWEoS3AVzbFVMzBL5keL1s78DqS95t_Sjh59OgZ1S22ynTji6wiYHyNefdyTdx4wmvzd6IGQJcuQxSL0_3y0o8w8Q-PjSZ6kEU6hqlKvzOOo17iyTPXfuHO3uXhqVujx7hq3UCE0xZ3OjltCViGWizuvKuzytMtaWpexgm83MZbdL5_zMEhc2sTAKmX751ENPKQbJUih4jgU2ar5gfkCyKaFjfUsJccBdv8byLoRuqdqBlMdL1BInGq1cVhBFHDSsCs2ya7qHwTWLrCnlr3raMf4Np3rZ7KpoGIuWUsw_DvZMQwnOxKDdZ7AWZZUP0UgA6p8hKpad25ryww7SV2yDcVTnrJN-oiFclb_8UA2fFwvFjE_OxXRhGZCuzGfFWaQAsmu-JQ9v6aEDLpuowFA-dVKqhmN3V1ToYgSrQZxjYrKo_bgg==&xkcb=SoAP-_M3JkV2Nh2bRx0ObzkdCdPP&p=3&fvj=1&vjs=3,Aceolution Inc,$80 an hour,Full-time,Business-Analyst,Remote,166400.0,166400.0,166400.0,Business Analyst,Remote,Y
1659,Business Analyst,https://www.indeed.com/rc/clk?jk=5262b7d5918176b1&fccid=22ae51bfcaa8bb97&vjs=3,FirstService Residential,"$60,000 - $75,000 a year",Full-time,Business-Analyst,"New York, NY 10017 ",60000.0,75000.0,67500.0,Business Analyst,NY,N
1661,IT Business Analyst,https://www.indeed.com/company/Division-of-Information-Technology---NYC-Department-of-Health-and-Mental-Hygiene/jobs/IT-Analyst-7bb1d6d26b5fe2fe?fccid=dd29001debb6a3d3&vjs=3,Division of Information Technology - NYC...,"$95,000 - $125,000 a year",Full-time,Business-Analyst,"Hybrid remote in Long Island City, NY 11101",95000.0,125000.0,110000.0,Business Analyst,NY,N
1662,Entry Level Business Analyst,https://www.indeed.com/company/CloudServiceTek/jobs/Entry-Level-Analyst-cc28d47f77e42b07?fccid=5de1fafcbe6b6997&vjs=3,CloudServiceTek,"$60,000 - $70,000 a year",Full-time,Business-Analyst,Remote,60000.0,70000.0,65000.0,Business Analyst,Remote,Y
1663,Business Analyst,https://www.indeed.com/rc/clk?jk=afd463bd7b46056e&fccid=3ed0572c448b2368&vjs=3,Intone Networks,$55 an hour,Contract,Business-Analyst,"Brooklyn, NY 11249 ",114400.0,114400.0,114400.0,Business Analyst,NY,N
1664,Business Analyst,https://www.indeed.com/company/DONIA-LLC/jobs/Business-Analyst-5f82f800fe6d0c0a?fccid=d6f53535c965a8e1&vjs=3,DONIA LLC,$45 - $60 an hour,"Full-time
+2",Business-Analyst,"Long Island City, NY 11101",93600.0,124800.0,109200.0,Business Analyst,NY,N
1699,Inside Sales Business Development Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4ehQhkyt7GrkYFAdLCKqicVBQ2s0HxVyP6pTUaiWCy_xB3HxCr3TXu4ySzSV4cO8FTxvdFhnCnX7Td1UUK5qnyp1JSkQ6TgaH1YQpgAJKcveHrgR7WnmnG8fhPXIrqdV4GSzAOL5ysN5j9vnpci0u24jqXVpeM0EnaqyjFgic7EqE5Cnl7h3mq84OBNn_qtsKFoAs3Xxzdi6bv3XaI_fh2N7q7jyGIkIP5TptLvYDU0En4AvSFUWflyP1ncSOnH9DkAewzTQfX1mvuo-LhsmNG_UapKJtfXLQz0dUws4Rnim-y8_X8yVVn3V81HbNXOYW6FFQAYV8hnLEcdCgLkzNHx2IiVkBnaM6WB8ZJNqHogdGCG4p-SJJ1zcgfUPQt34vEHSGrTYi4YPK1Y-qjaeDtLueAho1lnIG7-Yka_Nk-Mt0QbXIH6w10xRKab4Ua80eM9RtMQtkGg3iqE6o4wrtVAmC5fBO4qL8O0AUlpMWgfoL01tI5abIOc50YLSvIOnaPDE2ycuOVdiEUV5y4N9Vae66xyG5iC9ERiY3AsVJo4Av1YVEORCmuGOxjgACeGhi_qWwLWINxOXX1EaxsgOPMXOWddpwww1DA1iLo_WeBQNzI4VZ7QNF2pgov0WFY40HOMZodxVcL4vAo8SKF843kAWn1oEjQtsllTaGBdbXsCaILA1ydvhgv2tQqlf1TX-MQHWRk9zl5TvuuEVtlAAt-VOExlf7jSBE93DPfumNaen685q82JZrf3S6YanonAjONDgyU3EBqqfdl7cLUNUzfl9dsLO2CmZMeGZUhW4E0SUjn8HzspRZRQwCUaaPzrzvAWS_aGh_F4ZuuK_Ahf2MPVgm0tZuDhStp3xY_HyWKLiw99njwJ6wUWRzddQK0u8sMBT7NCAU0NkSK9mwitOekNsHrv63Jteqy5GD8HWi3eyMHmgO0fEc36hVHNRmU7SZWvRv04Sw-arthxUcn3zsFhE-bCw7AJXB7GegbJT5GZt_AzGkrQlDWr16wOWHSZydwtf-z2hA2sov9-I-Lj7PIyTKppiB43QqgRsi0g0VXjjQkduhTX85ujeMl4Bs3dJW5DcwKhrVi5hHD0bqLkcmYv8aQziXmVXQjOFtTiKaHy920kJbY3v27qsUHVjLYMpfu9Q6N8I7hhlhfG0QXBgN1qo=&xkcb=SoDR-_M3JkVzQbxyp50PbzkdCdPP&p=4&fvj=0&vjs=3,CyberCoders,"$50,000 - $70,000 a year",Full-time,Business-Analyst,"Hybrid remote in Norwalk, CT 06854",50000.0,70000.0,60000.0,Business Analyst,CT,N
1700,Entry Level Business Analyst,https://www.indeed.com/company/Weboptimix/jobs/Entry-Level-Analyst-5f435a70788d84d9?fccid=ef0710f9d5ff9321&vjs=3,Weboptimix,"$70,000 - $80,000 a year",Full-time,Business-Analyst,Remote,70000.0,80000.0,75000.0,Business Analyst,Remote,Y
